time_bin,goodput,time_bin_mid
"[94, 95)",29.125,94.5
"[95, 96)",79.33333333333333,95.5
"[96, 97)",3.0,96.5
"[104, 105)",25.0,104.5
"[105, 106)",31.5,105.5
"[106, 107)",0.0,106.5
"[107, 108)",0.0,107.5
"[108, 109)",0.0,108.5
"[109, 110)",0.0,109.5
"[110, 111)",17.7,110.5
"[111, 112)",0.375,111.5
"[112, 113)",0.0,112.5
"[113, 114)",22.8125,113.5
"[114, 115)",8.7,114.5
"[115, 116)",24.428571428571427,115.5
"[116, 117)",18.61111111111111,116.5
"[117, 118)",30.5625,117.5
"[118, 119)",8.785714285714286,118.5
"[119, 120)",21.9,119.5
"[120, 121)",28.8,120.5
"[121, 122)",0.0,121.5
"[122, 123)",6.0,122.5
"[123, 124)",14.75,123.5
"[124, 125)",9.3,124.5
"[125, 126)",0.9,125.5
"[126, 127)",0.0,126.5
"[127, 128)",31.5,127.5
"[128, 129)",42.642857142857146,128.5
"[129, 130)",48.75,129.5
"[130, 131)",92.0,130.5
"[131, 132)",60.25,131.5
"[132, 133)",56.666666666666664,132.5
"[133, 134)",26.5,133.5
"[134, 135)",66.0,134.5
"[135, 136)",30.0,135.5
"[136, 137)",21.0,136.5
"[137, 138)",156.0,137.5
"[138, 139)",18.5,138.5
"[140, 141)",38.7,140.5
"[141, 142)",31.0,141.5
"[142, 143)",84.5,142.5
"[144, 145)",0.0,144.5
"[145, 146)",76.5,145.5
"[146, 147)",22.0,146.5
"[148, 149)",85.5,148.5
"[149, 150)",8.0,149.5
"[151, 152)",73.5,151.5
"[152, 153)",46.5,152.5
"[153, 154)",42.0,153.5
"[154, 155)",33.5,154.5
"[155, 156)",22.5,155.5
"[156, 157)",39.75,156.5
"[157, 158)",91.5,157.5
"[158, 159)",3.5,158.5
"[159, 160)",40.875,159.5
"[160, 161)",33.75,160.5
"[161, 162)",21.333333333333332,161.5
"[162, 163)",19.0,162.5
"[163, 164)",3.0,163.5
"[166, 167)",44.25,166.5
"[167, 168)",0.0,167.5
"[168, 169)",3.0,168.5
"[169, 170)",16.333333333333332,169.5
"[170, 171)",79.0,170.5
"[171, 172)",0.0,171.5
"[172, 173)",42.75,172.5
"[173, 174)",43.2,173.5
"[174, 175)",23.0,174.5
"[175, 176)",11.25,175.5
"[176, 177)",18.0,176.5
"[177, 178)",10.5,177.5
"[178, 179)",28.5,178.5
"[179, 180)",20.25,179.5
"[180, 181)",0.0,180.5
"[181, 182)",0.0,181.5
"[182, 183)",2.5,182.5
"[185, 186)",0.0,185.5
"[186, 187)",43.5,186.5
"[187, 188)",15.0,187.5
"[188, 189)",0.0,188.5
"[189, 190)",0.0,189.5
"[190, 191)",2.25,190.5
"[191, 192)",14.181818181818182,191.5
"[192, 193)",23.423076923076923,192.5
"[193, 194)",31.5,193.5
"[194, 195)",34.82142857142857,194.5
"[195, 196)",42.72727272727273,195.5
"[196, 197)",34.75,196.5
"[197, 198)",53.2,197.5
"[198, 199)",28.833333333333332,198.5
"[199, 200)",0.0,199.5
