time_bin,goodput,time_bin_mid
"[188, 189)",15.583333333333334,188.5
"[189, 190)",36.75,189.5
"[190, 191)",22.8,190.5
"[191, 192)",43.125,191.5
"[192, 193)",75.0,192.5
"[193, 194)",3.75,193.5
"[194, 195)",23.0,194.5
"[195, 196)",0.0,195.5
"[196, 197)",0.0,196.5
"[197, 198)",0.0,197.5
"[198, 199)",0.0,198.5
"[199, 200)",0.0,199.5
