time_bin,goodput,time_bin_mid
"[184, 185)",12.75,184.5
"[185, 186)",7.5,185.5
"[186, 187)",52.875,186.5
"[187, 188)",30.75,187.5
"[188, 189)",27.8,188.5
"[189, 190)",30.0,189.5
"[190, 191)",0.0,190.5
"[193, 194)",0.0,193.5
"[195, 196)",66.0,195.5
"[196, 197)",29.0,196.5
"[197, 198)",47.875,197.5
"[198, 199)",0.0,198.5
"[199, 200)",0.0,199.5
